Msg_id: 16437526954  [Distress: , LIWC Sad: ]
Msg_id: 15873897122  [Distress: , LIWC Sad: ]
Msg_id: 14997209647  [Distress: , depressive_feelings: ]
Msg_id: 15973486570  [Distress: , LIWC Sad: ]
Msg_id: 15212203103  [Distress: , depressive_feelings: ]
Msg_id: 14739682477  [Distress: , family_violence_discord: ]
Msg_id: 16118307333  [Distress: , LIWC Sad: ]
Msg_id: 15001617927  [Distress: , LIWC Sad: ]
Msg_id: 15266181053  [Distress: , LIWC Sad: ]
Msg_id: 15961978955  [Distress: , LIWC Sad: ]
Msg_id: 15877637400  [Distress: , LIWC Sad: ]
Msg_id: 15437984381  [Distress: , depressive_feelings: ]
Msg_id: 16300094152  [Distress: , LIWC Sad: ]
Msg_id: 15957797466  [Distress: , depressive_feelings: ]
Msg_id: 16425077101  [Distress: , suicide_ideation: ]
Msg_id: 16341473221  [Distress: , LIWC Sad: ]
Msg_id: 15783994138  [Distress: , depressive_feelings: ]
Msg_id: 15233414468  [Distress: , LIWC Sad: ]
Msg_id: 14264096588  [Distress: , LIWC Sad: ]
Msg_id: 15281098776  [Distress: , LIWC Sad: ]
Msg_id: 16466926407  [Distress: , LIWC Sad: ]
Msg_id: 15285851780  [Distress: , self_harm: ]
Msg_id: 15327930231  [Distress: , LIWC Sad: ]
Msg_id: 14652738072  [Distress: , LIWC Sad: ]
Msg_id: 15976329062  [Distress: , LIWC Sad: ]
Msg_id: 16107581537  [Distress: , suicide_ideation: ]
Msg_id: 15165794934  [Distress: , LIWC Sad: ]
Msg_id: 15271856243  [Distress: , LIWC Sad: ]
Msg_id: 15350536791  [Distress: , LIWC Sad: ]
Msg_id: 15598519268  [Distress: , LIWC Sad: ]
Msg_id: 15743159808  [Distress: , LIWC Sad: ]
Msg_id: 16225227454  [Distress: , LIWC Sad: ]
Msg_id: 15895559906  [Distress: , LIWC Sad: ]
Msg_id: 14888148961  [Distress: , LIWC Sad: ]
Msg_id: 15213581615  [Distress: , LIWC Sad: ]
Msg_id: 14291397099  [Distress: , suicide_ideation: ]
Msg_id: 14783263532  [Distress: , LIWC Sad: ]
Msg_id: 14535271463  [Distress: , LIWC Sad: ]
Msg_id: 14941479070  [Distress: , LIWC Sad: ]
Msg_id: 15230053901  [Distress: , LIWC Sad: ]
Msg_id: 15946496760  [Distress: , LIWC Sad: ]
Msg_id: 14807605775  [Distress: , LIWC Sad: ]
Msg_id: 16306577165  [Distress: , suicide_ideation: ]
Msg_id: 15896045356  [Distress: , LIWC Sad: ]
Msg_id: 15879428139  [Distress: , suicide_ideation: ]
Msg_id: 16119289378  [Distress: , LIWC Sad: ]
Msg_id: 15875803248  [Distress: , depressive_feelings: ]
Msg_id: 16360565239  [Distress: , LIWC Sad: ]
Msg_id: 15742074491  [Distress: , LIWC Sad: ]
Msg_id: 15027568789  [Distress: , LIWC Sad: ]
Msg_id: 16472974159  [Distress: , LIWC Sad: ]
Msg_id: 15773978569  [Distress: , LIWC Sad: ]
Msg_id: 14949705463  [Distress: , LIWC Sad: ]
Msg_id: 14677375226  [Distress: , depression_symptoms: ]
Msg_id: 15293786550  [Distress: , LIWC Sad: ]
Msg_id: 16162475138  [Distress: , LIWC Sad: ]
Msg_id: 14321734511  [Distress: , suicide_ideation: ]
Msg_id: 16132662964  [Distress: , LIWC Sad: ]
Msg_id: 15756120358  [Distress: , suicide_ideation: ]
Msg_id: 14808356026  [Distress: , LIWC Sad: ]
Msg_id: 16355510005  [Distress: , LIWC Sad: ]
Msg_id: 14271467006  [Distress: , suicide_ideation: ]
Msg_id: 16341787104  [Distress: , LIWC Sad: ]
Msg_id: 14676017934  [Distress: , LIWC Sad: ]
Msg_id: 15225319629  [Distress: , LIWC Sad: ]
Msg_id: 15901445517  [Distress: , LIWC Sad: ]
Msg_id: 15069315258  [Distress: , LIWC Sad: ]
Msg_id: 14884545017  [Distress: , LIWC Sad: ]
Msg_id: 16477811355  [Distress: , depressive_feelings: ]
Msg_id: 14462389825  [Distress: , LIWC Sad: ]
Msg_id: 14440679934  [Distress: , LIWC Sad: ]
Msg_id: 14602041102  [Distress: , LIWC Sad: ]
Msg_id: 15756166127  [Distress: , LIWC Sad: ]
Msg_id: 15940340261  [Distress: , LIWC Sad: ]
Msg_id: 16436066019  [Distress: , LIWC Sad: ]
Msg_id: 16356423172  [Distress: , depressive_feelings: ]
Msg_id: 16248637243  [Distress: , LIWC Sad: ]
Msg_id: 14952757705  [Distress: , LIWC Sad: ]
Msg_id: 14311522466  [Distress: , LIWC Sad: ]
Msg_id: 14346577377  [Distress: , self_harm: ]
Msg_id: 14668307414  [Distress: , LIWC Sad: ]
Msg_id: 15624485220  [Distress: , LIWC Sad: ]
Msg_id: 16416111620  [Distress: , LIWC Sad: ]
Msg_id: 15903367317  [Distress: , LIWC Sad: ]
Msg_id: 14275275740  [Distress: , suicide_ideation: ]
Msg_id: 15498717876  [Distress: , LIWC Sad: ]
Msg_id: 15264940040  [Distress: , LIWC Sad: ]
Msg_id: 15314875273  [Distress: , depressive_feelings: ]
Msg_id: 16414332022  [Distress: , suicide_ideation: ]
Msg_id: 16516189432  [Distress: , LIWC Sad: ]
Msg_id: 15431184192  [Distress: , family_violence_discord: ]
Msg_id: 16435361094  [Distress: , LIWC Sad: ]
Msg_id: 14962076649  [Distress: , depressive_feelings: ]
Msg_id: 16119265188  [Distress: , LIWC Sad: ]
Msg_id: 14984635951  [Distress: , LIWC Sad: ]
Msg_id: 15292528200  [Distress: , family_violence_discord: ]
Msg_id: 15298728833  [Distress: , LIWC Sad: ]
Msg_id: 16272424112  [Distress: , self_harm: ]
Msg_id: 15699615711  [Distress: , self_harm: ]
Msg_id: 16324171989  [Distress: , LIWC Sad: ]
Msg_id: 16419494014  [Distress: , LIWC Sad: ]
Msg_id: 14982629538  [Distress: , self_harm: ]
Msg_id: 15385360280  [Distress: , depressive_feelings: ]
Msg_id: 15783276402  [Distress: , LIWC Sad: ]
Msg_id: 16353341184  [Distress: , LIWC Sad: ]
Msg_id: 15219868557  [Distress: , LIWC Sad: ]
Msg_id: 15328112759  [Distress: , gun_ownership: ]
Msg_id: 14325759775  [Distress: , LIWC Sad: ]
Msg_id: 14981434531  [Distress: , LIWC Sad: ]
Msg_id: 15182605071  [Distress: , LIWC Sad: ]
Msg_id: 15886108289  [Distress: , LIWC Sad: ]
Msg_id: 16521174752  [Distress: , depressive_feelings: ]
Msg_id: 15425079451  [Distress: , LIWC Sad: ]
Msg_id: 14601341195  [Distress: , suicide_ideation: ]
Msg_id: 16185225466  [Distress: , LIWC Sad: ]
Msg_id: 15049583298  [Distress: , depressive_feelings: ]
Msg_id: 16256164412  [Distress: , LIWC Sad: ]
Msg_id: 16181320627  [Distress: , LIWC Sad: ]
Msg_id: 16376748122  [Distress: , depressive_feelings: ]
Msg_id: 15884358227  [Distress: , LIWC Sad: ]
Msg_id: 15197881833  [Distress: , family_violence_discord: ]
Msg_id: 15276955512  [Distress: , LIWC Sad: ]
Msg_id: 16225523994  [Distress: , LIWC Sad: ]
Msg_id: 14996704365  [Distress: , LIWC Sad: ]
Msg_id: 14922179464  [Distress: , depressive_feelings: ]
Msg_id: 16191778671  [Distress: , suicide_ideation: ]
Msg_id: 15280391431  [Distress: , suicide_ideation: ]
Msg_id: 15181573132  [Distress: , suicide_ideation: ]
Msg_id: 14351145517  [Distress: , LIWC Sad: ]
Msg_id: 14960578644  [Distress: , self_harm: ]
Msg_id: 16491892661  [Distress: , LIWC Sad: ]
Msg_id: 15424369722  [Distress: , depressive_feelings: ]
Msg_id: 14731417458  [Distress: , LIWC Sad: ]
Msg_id: 16521256046  [Distress: , LIWC Sad: ]
Msg_id: 14977364484  [Distress: , depressive_feelings: ]
Msg_id: 15288538425  [Distress: , depressive_feelings: ]
Msg_id: 14993971349  [Distress: , LIWC Sad: ]
Msg_id: 16477045292  [Distress: , LIWC Sad: ]
Msg_id: 15394793442  [Distress: , LIWC Sad: ]
Msg_id: 15465883578  [Distress: , LIWC Sad: ]
Msg_id: 15078832715  [Distress: , LIWC Sad: ]
Msg_id: 15880120693  [Distress: , LIWC Sad: ]
Msg_id: 15197404222  [Distress: , LIWC Sad: ]
Msg_id: 16353929919  [Distress: , LIWC Sad: ]
Msg_id: 16258352440  [Distress: , LIWC Sad: ]
Msg_id: 14936467221  [Distress: , LIWC Sad: ]
Msg_id: 15425260356  [Distress: , LIWC Sad: ]
Msg_id: 14492234366  [Distress: , suicide_ideation: ]
Msg_id: 16431436371  [Distress: , LIWC Sad: ]
Msg_id: 14510687285  [Distress: , suicide_ideation: ]
Msg_id: 15976790143  [Distress: , LIWC Sad: ]
Msg_id: 15023924888  [Distress: , depressive_feelings: ]
Msg_id: 15938640236  [Distress: , depressive_feelings: ]
Msg_id: 14992271329  [Distress: , suicide_ideation: ]
Msg_id: 14399798112  [Distress: , LIWC Sad: ]
Msg_id: 15380911494  [Distress: , LIWC Sad: ]
Msg_id: 16349759885  [Distress: , self_harm: ]
Msg_id: 14579495454  [Distress: , LIWC Sad: ]
Msg_id: 16498336279  [Distress: , LIWC Sad: ]
Msg_id: 15411394689  [Distress: , LIWC Sad: ]
Msg_id: 15879545356  [Distress: , LIWC Sad: ]
Msg_id: 15934356211  [Distress: , depression_symptoms: ]
Msg_id: 14324978728  [Distress: , LIWC Sad: ]
Msg_id: 16434782408  [Distress: , suicide_ideation: ]
Msg_id: 14471254404  [Distress: , self_harm: ]
Msg_id: 16206600264  [Distress: , LIWC Sad: ]
Msg_id: 14799485479  [Distress: , LIWC Sad: ]
Msg_id: 15250340533  [Distress: , LIWC Sad: ]
Msg_id: 15014796335  [Distress: , LIWC Sad: ]
Msg_id: 16080547023  [Distress: , depressive_feelings: ]
Msg_id: 16318863278  [Distress: , depressive_feelings: ]
Msg_id: 15422397634  [Distress: , family_violence_discord: ]
Msg_id: 16307135419  [Distress: , LIWC Sad: ]
Msg_id: 14844047431  [Distress: , LIWC Sad: ]
Msg_id: 16115043998  [Distress: , LIWC Sad: ]
Msg_id: 14806128914  [Distress: , LIWC Sad: ]
Msg_id: 16185438558  [Distress: , depressive_feelings: ]
Msg_id: 16518601977  [Distress: , LIWC Sad: ]
Msg_id: 14811193681  [Distress: , depressive_feelings: ]
Msg_id: 16436126282  [Distress: , LIWC Sad: ]
Msg_id: 14622334633  [Distress: , depressive_feelings: ]
Msg_id: 14337645525  [Distress: , LIWC Sad: ]
Msg_id: 16430282942  [Distress: , LIWC Sad: ]
Msg_id: 14539538329  [Distress: , LIWC Sad: ]
Msg_id: 14381708805  [Distress: , LIWC Sad: ]
Msg_id: 14922444046  [Distress: , depressive_feelings: ]
Msg_id: 14284434024  [Distress: , LIWC Sad: ]
Msg_id: 15466099428  [Distress: , LIWC Sad: ]
Msg_id: 15298981155  [Distress: , LIWC Sad: ]
Msg_id: 16252937249  [Distress: , LIWC Sad: ]
Msg_id: 16310570839  [Distress: , LIWC Sad: ]
Msg_id: 14954285643  [Distress: , family_violence_discord: ]
Msg_id: 16269811942  [Distress: , LIWC Sad: ]
Msg_id: 15209434819  [Distress: , family_violence_discord: ]
Msg_id: 14344138824  [Distress: , LIWC Sad: ]
Msg_id: 14770643362  [Distress: , self_harm: ]
Msg_id: 14976532604  [Distress: , LIWC Sad: ]
Msg_id: 16338821478  [Distress: , LIWC Sad: ]
Msg_id: 14917393406  [Distress: , LIWC Sad: ]
Msg_id: 14920370994  [Distress: , depressive_feelings: ]
Msg_id: 16233250253  [Distress: , LIWC Sad: ]
Msg_id: 14499154009  [Distress: , bullying: ]
Msg_id: 16356647068  [Distress: , suicide_ideation: ]
Msg_id: 15594934317  [Distress: , LIWC Sad: ]
Msg_id: 16524022529  [Distress: , suicide_ideation: ]
Msg_id: 16409137180  [Distress: , LIWC Sad: ]
Msg_id: 15784385284  [Distress: , self_harm: ]
Msg_id: 16144185156  [Distress: , self_harm: ]
Msg_id: 14473284306  [Distress: , suicide_ideation: ]
Msg_id: 15989194940  [Distress: , LIWC Sad: ]
Msg_id: 15023149383  [Distress: , LIWC Sad: ]
Msg_id: 16191962082  [Distress: , LIWC Sad: ]
Msg_id: 15677060482  [Distress: , LIWC Sad: ]
Msg_id: 16412241357  [Distress: , depressive_feelings: ]
Msg_id: 15712636994  [Distress: , LIWC Sad: ]
Msg_id: 15181797244  [Distress: , suicide_ideation: ]
Msg_id: 16427015829  [Distress: , LIWC Sad: ]
Msg_id: 15903035040  [Distress: , LIWC Sad: ]
Msg_id: 14888391230  [Distress: , LIWC Sad: ]
Msg_id: 14317024649  [Distress: , depressive_feelings: ]
Msg_id: 14953359259  [Distress: , LIWC Sad: ]
Msg_id: 16013246551  [Distress: , LIWC Sad: ]
Msg_id: 16119125125  [Distress: , LIWC Sad: ]
Msg_id: 15037488781  [Distress: , LIWC Sad: ]
Msg_id: 15278808105  [Distress: , LIWC Sad: ]
Msg_id: 15755743945  [Distress: , LIWC Sad: ]
Msg_id: 16430234761  [Distress: , LIWC Sad: ]
Msg_id: 14657928918  [Distress: , LIWC Sad: ]
Msg_id: 15022988422  [Distress: , LIWC Sad: ]
Msg_id: 15318988460  [Distress: , LIWC Sad: ]
Msg_id: 15436126152  [Distress: , LIWC Sad: ]
Msg_id: 15899082785  [Distress: , LIWC Sad: ]
Msg_id: 15790748918  [Distress: , depression_symptoms: ]
Msg_id: 14338278709  [Distress: , LIWC Sad: ]
Msg_id: 14403461003  [Distress: , LIWC Sad: ]
Msg_id: 15946524729  [Distress: , suicide_ideation: ]
Msg_id: 15294381314  [Distress: , LIWC Sad: ]
Msg_id: 15250984463  [Distress: , LIWC Sad: ]
Msg_id: 15981399398  [Distress: , LIWC Sad: ]
Msg_id: 15303682347  [Distress: , depression_symptoms: ]
Msg_id: 15398420987  [Distress: , depression_symptoms: ]
Msg_id: 16485586754  [Distress: , depressive_feelings: ]
Msg_id: 15199437905  [Distress: , family_violence_discord: ]
Msg_id: 16014367629  [Distress: , LIWC Sad: ]
Msg_id: 16016563852  [Distress: , depressive_feelings: ]
Msg_id: 14323088337  [Distress: , depressive_feelings: ]
Msg_id: 14661850905  [Distress: , suicide_ideation: ]
Msg_id: 16405147881  [Distress: , depressive_feelings: ]
Msg_id: 15019491625  [Distress: , LIWC Sad: ]
Msg_id: 14737052701  [Distress: , LIWC Sad: ]
Msg_id: 15908177705  [Distress: , depressive_feelings: ]
Msg_id: 14961267442  [Distress: , LIWC Sad: ]
Msg_id: 16006551404  [Distress: , self_harm: ]
Msg_id: 14731892034  [Distress: , LIWC Sad: ]
Msg_id: 15431472937  [Distress: , LIWC Sad: ]
Msg_id: 16359386112  [Distress: , LIWC Sad: ]
Msg_id: 14280628811  [Distress: , LIWC Sad: ]
Msg_id: 14351363657  [Distress: , depression_symptoms: ]
Msg_id: 15662369300  [Distress: , LIWC Sad: ]
Msg_id: 16433239659  [Distress: , suicide_ideation: ]
Msg_id: 15190215912  [Distress: , LIWC Sad: ]
Msg_id: 14274064218  [Distress: , LIWC Sad: ]
Msg_id: 15743022152  [Distress: , LIWC Sad: ]
Msg_id: 14503182950  [Distress: , LIWC Sad: ]
Msg_id: 15290699390  [Distress: , self_harm: ]
Msg_id: 16393181833  [Distress: , suicide_ideation: ]
Msg_id: 14294339746  [Distress: , LIWC Sad: ]
Msg_id: 15220814549  [Distress: , LIWC Sad: ]
Msg_id: 16393957385  [Distress: , depressive_feelings: ]
Msg_id: 14321785673  [Distress: , LIWC Sad: ]
Msg_id: 15461459495  [Distress: , LIWC Sad: ]
Msg_id: 15975954221  [Distress: , LIWC Sad: ]
Msg_id: 15594692658  [Distress: , LIWC Sad: ]
Msg_id: 14318577662  [Distress: , family_violence_discord: ]
Msg_id: 15761208887  [Distress: , LIWC Sad: ]
Msg_id: 15004909582  [Distress: , depressive_feelings: ]
Msg_id: 16241164470  [Distress: , LIWC Sad: ]
Msg_id: 16406599215  [Distress: , LIWC Sad: ]
Msg_id: 16437392656  [Distress: , LIWC Sad: ]
Msg_id: 15599526035  [Distress: , LIWC Sad: ]
Msg_id: 14399750724  [Distress: , LIWC Sad: ]
Msg_id: 15740987052  [Distress: , LIWC Sad: ]
Msg_id: 15304088024  [Distress: , LIWC Sad: ]
Msg_id: 16018468512  [Distress: , LIWC Sad: ]
Msg_id: 15584451654  [Distress: , LIWC Sad: ]
Msg_id: 15446607996  [Distress: , LIWC Sad: ]
Msg_id: 16427903986  [Distress: , self_harm: ]
Msg_id: 16118692629  [Distress: , LIWC Sad: ]
Msg_id: 15446245127  [Distress: , LIWC Sad: ]
Msg_id: 14659538093  [Distress: , LIWC Sad: ]
Msg_id: 14438244315  [Distress: , LIWC Sad: ]
Msg_id: 15221189616  [Distress: , LIWC Sad: ]
Msg_id: 15740434804  [Distress: , LIWC Sad: ]
Msg_id: 14334553270  [Distress: , LIWC Sad: ]
Msg_id: 14601479518  [Distress: , LIWC Sad: ]
Msg_id: 15729911790  [Distress: , depressive_feelings: ]
Msg_id: 14933915659  [Distress: , depressive_feelings: ]
Msg_id: 16335375079  [Distress: , self_harm: ]
Msg_id: 16238851214  [Distress: , LIWC Sad: ]
Msg_id: 14875941269  [Distress: , LIWC Sad: ]
Msg_id: 14271105183  [Distress: , LIWC Sad: ]
Msg_id: 15302975502  [Distress: , LIWC Sad: ]
Msg_id: 14596691898  [Distress: , LIWC Sad: ]
Msg_id: 14500276034  [Distress: , LIWC Sad: ]
Msg_id: 15460526655  [Distress: , LIWC Sad: ]
Msg_id: 14319919771  [Distress: , depressive_feelings: ]
Msg_id: 14312902214  [Distress: , LIWC Sad: ]
Msg_id: 14912013351  [Distress: , LIWC Sad: ]
Msg_id: 15340068227  [Distress: , LIWC Sad: ]
Msg_id: 15674830797  [Distress: , suicide_ideation: ]
Msg_id: 15349238484  [Distress: , LIWC Sad: ]
Msg_id: 15895642736  [Distress: , family_violence_discord: ]
Msg_id: 15267836680  [Distress: , LIWC Sad: ]
Msg_id: 15592721978  [Distress: , LIWC Sad: ]
Msg_id: 16448738956  [Distress: , LIWC Sad: ]
Msg_id: 16359393281  [Distress: , LIWC Sad: ]
Msg_id: 16353374223  [Distress: , LIWC Sad: ]
Msg_id: 16263576551  [Distress: , LIWC Sad: ]
Msg_id: 15389904104  [Distress: , LIWC Sad: ]
Msg_id: 15010918294  [Distress: , LIWC Sad: ]
Msg_id: 15277081794  [Distress: , LIWC Sad: ]
Msg_id: 15413320845  [Distress: , LIWC Sad: ]
Msg_id: 16517208310  [Distress: , LIWC Sad: ]
Msg_id: 14456215978  [Distress: , LIWC Sad: ]
Msg_id: 14917161061  [Distress: , suicide_ideation: ]
Msg_id: 16200692812  [Distress: , LIWC Sad: ]
Msg_id: 16244794524  [Distress: , LIWC Sad: ]
Msg_id: 16098240185  [Distress: , LIWC Sad: ]
Msg_id: 15474703142  [Distress: , LIWC Sad: ]
Msg_id: 14963017576  [Distress: , LIWC Sad: ]
Msg_id: 14993586607  [Distress: , LIWC Sad: ]
Msg_id: 16534867372  [Distress: , LIWC Sad: ]
Msg_id: 15346650609  [Distress: , LIWC Sad: ]
Msg_id: 16356986656  [Distress: , depressive_feelings: ]
Msg_id: 16283637848  [Distress: , depressive_feelings: ]
Msg_id: 15209576225  [Distress: , family_violence_discord: ]
Msg_id: 16425742824  [Distress: , LIWC Sad: ]
Msg_id: 14952298082  [Distress: , LIWC Sad: ]
Msg_id: 16404208335  [Distress: , depressive_feelings: ]
Msg_id: 15471211417  [Distress: , depressive_feelings: ]
Msg_id: 16435954310  [Distress: , LIWC Sad: ]
Msg_id: 15346055091  [Distress: , LIWC Sad: ]
Msg_id: 15348709579  [Distress: , LIWC Sad: ]
Msg_id: 16150776587  [Distress: , LIWC Sad: ]
Msg_id: 16392157009  [Distress: , depressive_feelings: ]
Msg_id: 16412695657  [Distress: , self_harm: ]
Msg_id: 15424050519  [Distress: , depressive_feelings: ]
Msg_id: 15280001981  [Distress: , LIWC Sad: ]
Msg_id: 15230091597  [Distress: , LIWC Sad: ]
Msg_id: 14883827074  [Distress: , depressive_feelings: ]
Msg_id: 14541382809  [Distress: , suicide_ideation: ]
Msg_id: 15426306889  [Distress: , LIWC Sad: ]
Msg_id: 15040773907  [Distress: , LIWC Sad: ]
Msg_id: 14747593606  [Distress: , LIWC Sad: ]
Msg_id: 15943316674  [Distress: , LIWC Sad: ]
Msg_id: 16267734313  [Distress: , depressive_feelings: ]
Msg_id: 14909981052  [Distress: , depressive_feelings: ]
Msg_id: 15175220794  [Distress: , depressive_feelings: ]
Msg_id: 16156030874  [Distress: , LIWC Sad: ]
Msg_id: 14961653786  [Distress: , LIWC Sad: ]
Msg_id: 16269026938  [Distress: , depressive_feelings: ]
Msg_id: 15894889674  [Distress: , family_violence_discord: ]
Msg_id: 15067919194  [Distress: , LIWC Sad: ]
Msg_id: 15907972133  [Distress: , LIWC Sad: ]
Msg_id: 16128587126  [Distress: , LIWC Sad: ]
Msg_id: 16233314268  [Distress: , LIWC Sad: ]
Msg_id: 15527952908  [Distress: , depressive_feelings: ]
Msg_id: 15511964793  [Distress: , self_harm: ]
Msg_id: 15031551234  [Distress: , LIWC Sad: ]
Msg_id: 16350985100  [Distress: , LIWC Sad: ]
Msg_id: 15962845643  [Distress: , LIWC Sad: ]
Msg_id: 15028461717  [Distress: , LIWC Sad: ]
Msg_id: 15377392630  [Distress: , suicide_ideation: ]
Msg_id: 15194189677  [Distress: , LIWC Sad: ]
Msg_id: 14992104473  [Distress: , depressive_feelings: ]
Msg_id: 14686893068  [Distress: , LIWC Sad: ]
Msg_id: 16435437787  [Distress: , LIWC Sad: ]
Msg_id: 15274763305  [Distress: , bullying: ]
Msg_id: 16176872315  [Distress: , LIWC Sad: ]
Msg_id: 16269525097  [Distress: , family_violence_discord: ]
Msg_id: 15297241337  [Distress: , LIWC Sad: ]
Msg_id: 16348316169  [Distress: , LIWC Sad: ]
Msg_id: 15932371722  [Distress: , LIWC Sad: ]
Msg_id: 14401042134  [Distress: , depressive_feelings: ]
Msg_id: 14574413364  [Distress: , LIWC Sad: ]
Msg_id: 16445757219  [Distress: , LIWC Sad: ]
Msg_id: 14890302826  [Distress: , LIWC Sad: ]
Msg_id: 16260883739  [Distress: , LIWC Sad: ]
Msg_id: 15006395613  [Distress: , LIWC Sad: ]
Msg_id: 16421994824  [Distress: , LIWC Sad: ]
Msg_id: 16145258902  [Distress: , LIWC Sad: ]
Msg_id: 14292283607  [Distress: , depressive_feelings: ]
Msg_id: 16347535193  [Distress: , depressive_feelings: ]
Msg_id: 16184443534  [Distress: , LIWC Sad: ]
Msg_id: 14861272001  [Distress: , depressive_feelings: ]
Msg_id: 16303760165  [Distress: , self_harm: ]
Msg_id: 14570031025  [Distress: , depressive_feelings: ]
Msg_id: 16170331853  [Distress: , LIWC Sad: ]
Msg_id: 15471809244  [Distress: , depression_symptoms: ]
Msg_id: 16333779397  [Distress: , depressive_feelings: ]
Msg_id: 16277794747  [Distress: , LIWC Sad: ]
Msg_id: 14691859647  [Distress: , depressive_feelings: ]
Msg_id: 15974425863  [Distress: , family_violence_discord: ]
Msg_id: 14798533764  [Distress: , LIWC Sad: ]
Msg_id: 15282924924  [Distress: , LIWC Sad: ]
Msg_id: 15002888907  [Distress: , depressive_feelings: ]
Msg_id: 14469874143  [Distress: , depressive_feelings: ]
Msg_id: 15534605245  [Distress: , LIWC Sad: ]
Msg_id: 16277059504  [Distress: , LIWC Sad: ]
Msg_id: 14314042489  [Distress: , depressive_feelings: ]
Msg_id: 15644820937  [Distress: , LIWC Sad: ]
Msg_id: 16288007905  [Distress: , LIWC Sad: ]
Msg_id: 15015469147  [Distress: , depressive_feelings: ]
Msg_id: 14543800015  [Distress: , LIWC Sad: ]
Msg_id: 15443061348  [Distress: , LIWC Sad: ]
Msg_id: 15621074850  [Distress: , LIWC Sad: ]
Msg_id: 14890098958  [Distress: , LIWC Sad: ]
Msg_id: 14401885126  [Distress: , bullying: ]
Msg_id: 16354258923  [Distress: , LIWC Sad: ]
Msg_id: 15111291245  [Distress: , self_harm: ]
Msg_id: 14572640200  [Distress: , LIWC Sad: ]
Msg_id: 14305258149  [Distress: , LIWC Sad: ]
Msg_id: 15395112715  [Distress: , suicide_ideation: ]
Msg_id: 15759267901  [Distress: , LIWC Sad: ]
Msg_id: 14591643909  [Distress: , suicide_ideation: ]
Msg_id: 14812299753  [Distress: , LIWC Sad: ]
Msg_id: 14398685017  [Distress: , LIWC Sad: ]
Msg_id: 14458862754  [Distress: , depressive_feelings: ]
Msg_id: 16318037006  [Distress: , LIWC Sad: ]
Msg_id: 16101280575  [Distress: , LIWC Sad: ]
Msg_id: 15571499113  [Distress: , suicide_ideation: ]
Msg_id: 14994488974  [Distress: , LIWC Sad: ]
Msg_id: 15011359163  [Distress: , LIWC Sad: ]
Msg_id: 15674730355  [Distress: , LIWC Sad: ]
Msg_id: 14729032295  [Distress: , LIWC Sad: ]
Msg_id: 16164721633  [Distress: , depressive_feelings: ]
Msg_id: 14369543268  [Distress: , LIWC Sad: ]
Msg_id: 15355533688  [Distress: , LIWC Sad: ]
Msg_id: 14984304378  [Distress: , LIWC Sad: ]
Msg_id: 14741307969  [Distress: , LIWC Sad: ]
Msg_id: 14270628806  [Distress: , depressive_feelings: ]
Msg_id: 15905440786  [Distress: , LIWC Sad: ]
Msg_id: 14978071027  [Distress: , LIWC Sad: ]
Msg_id: 16501351833  [Distress: , LIWC Sad: ]
Msg_id: 15887087991  [Distress: , LIWC Sad: ]
Msg_id: 14715537197  [Distress: , LIWC Sad: ]
Msg_id: 14915646854  [Distress: , LIWC Sad: ]
Msg_id: 14972784882  [Distress: , depressive_feelings: ]
Msg_id: 14707660109  [Distress: , LIWC Sad: ]
Msg_id: 15411855274  [Distress: , LIWC Sad: ]
Msg_id: 15679930842  [Distress: , LIWC Sad: ]
Msg_id: 14359991974  [Distress: , LIWC Sad: ]
Msg_id: 16197425436  [Distress: , LIWC Sad: ]
Msg_id: 14460820534  [Distress: , depressive_feelings: ]
Msg_id: 15942774610  [Distress: , LIWC Sad: ]
Msg_id: 15096294726  [Distress: , LIWC Sad: ]
Msg_id: 15431532885  [Distress: , family_violence_discord: ]
Msg_id: 16014229209  [Distress: , LIWC Sad: ]
Msg_id: 14410281687  [Distress: , LIWC Sad: ]
Msg_id: 15340588285  [Distress: , LIWC Sad: ]
Msg_id: 15680894994  [Distress: , LIWC Sad: ]
Msg_id: 14798227301  [Distress: , LIWC Sad: ]
Msg_id: 16415464554  [Distress: , LIWC Sad: ]
Msg_id: 15278119185  [Distress: , depressive_feelings: ]
Msg_id: 16231381010  [Distress: , depressive_feelings: ]
Msg_id: 14356436939  [Distress: , self_harm: ]
Msg_id: 14262396567  [Distress: , LIWC Sad: ]
Msg_id: 16342974480  [Distress: , LIWC Sad: ]
Msg_id: 14586086431  [Distress: , LIWC Sad: ]
Msg_id: 15905092441  [Distress: , depressive_feelings: ]
Msg_id: 15394172682  [Distress: , LIWC Sad: ]
Msg_id: 14554767515  [Distress: , LIWC Sad: ]
Msg_id: 16476696911  [Distress: , LIWC Sad: ]
Msg_id: 16349321496  [Distress: , LIWC Sad: ]
Msg_id: 15576694863  [Distress: , LIWC Sad: ]
Msg_id: 15216262523  [Distress: , depressive_feelings: ]
Msg_id: 14385382441  [Distress: , suicide_ideation: ]
Msg_id: 16195141585  [Distress: , LIWC Sad: ]
Msg_id: 16326075191  [Distress: , family_violence_discord: ]
Msg_id: 14608902043  [Distress: , depressive_feelings: ]
Msg_id: 15926949029  [Distress: , depression_symptoms: ]
Msg_id: 15395902289  [Distress: , LIWC Sad: ]
Msg_id: 15043656143  [Distress: , LIWC Sad: ]
Msg_id: 15141273323  [Distress: , LIWC Sad: ]
Msg_id: 16015853189  [Distress: , LIWC Sad: ]
