userid 	 tweetid 	 tweet
31097214	1782841504	it's raining outside but it's gettting hot in here- just over 2 weeks until the relaunch...tick tock, tick tock. Someone pass me a canapé..
31097214	1773544327	is very excited as we are going to meet Lorenzo Agius in a couple of weeks time! Better get to the gym....
31097214	1771934711	team are wondering if they would look as good as Angelina Jolie if they had the chance to be photographed by Lorenzo Agius...
31097214	1762918622	The sun is shinning & we're busy putting together our awesome 'money cant buy' auction, it's gonna be fab..frappuccino anyone?
31097214	1573884416	Less than 2 months to go until the re-launch.  Tick tock, Tick tock
31097214	1573874033	thanks @abramley (design guru) and @jamesgarner (web dude).  You are going to do us proud
31097214	1573867809	Wow the new designs of http://tinyurl.com/dje59y look fab.  Can't wait to show them to you all
31097214	1573863238	just had an really exciting meeting with the web team.  Looking forward for the re-launch of http://tinyurl.com/dje59y very soon!!
14266835	26585237140	RT @BradWilliamsNAB: Radio's use of telepresence 2 cut remote interview cost, grab clear audio 4 air, quality video 4 web @NABShow...
14266835	19832154156	The 2011 Call for Speakers and Proposals just opened up! http://ow.ly/2iiL3  #NABShow
14266835	19355705376	Get ready!! 2011 Call for Proposals is on the way. What topics and trends are you most interested in hearing about in this year's sessions?
14266835	16862136816	DigitalVision 2010 Summer - FREE virtual showcase - going on now until 6pm EST! www.digitalvision2010.com
14266835	14778673199	Have you heard of Telepresence? http://bit.ly/aqR3R7
14266835	14507480315	@magnolia_fan Any movie in particular you'll be seeing with your new 3D glasses?
14266835	14427936448	Digital Vision 2010: Attend FREE sessions & virtual exhibits, incl #NABShow highlights & updates! Register now: http://ow.ly/1O73k
14266835	13871193293	Recorded sessions from the show in the Online Learning Center. Get $100 off using promo code BROADERCASTING. http://www.NABShow/OLC
14266835	13791426914	Take our poll: Did you use a geo-location tool at the #NABShow? If so, which one? http://twpyf.com/P0
14266835	13790490736	RT @governmentvideo: Don’t Miss ’25 Things You Might Have Missed at the NAB Show’ http://shar.es/mhazh #nabshow
14266835	13789917222	RT @doddleme: Anyone who was at #nabshow get a premium listing on doddle for $9.99. Use promo code: twitter999. Online 5 day special!
14266835	13502016156	Did you use a geo-location tool at the #NABShow? If so, which one? http://twpyf.com/P0
14266835	13492624931	Video: Animakit - Live Demo @ #NABShow http://ow.ly/1HKgS
14266835	13383308313	RT @BizDevBrad: 200 hrs of recorded sessions from 2010 #NABShow now available, http://lnkd.in/teNCYA
14266835	13069072825	Check out highlights of the 2010 #NABShow by the numbers: http://ow.ly/1EENv
14266835	13020563082	RT @laurendarr: My interview w/ Larry Jordan of Digital Production Buzz is listed on #NABShow Buzz site http://ht.ly/1DB72 Have a listen!
14266835	12838117187	RT @KariRippetoe: Check out this video series from the #NABShow panel Social Media In Entertainment http://ow.ly/1CQLZ Insightful stuff.
14266835	12701615536	Have U checked out #NABSHOW blog lately http://bit.ly/cRZ6jO? Includes June 23 Virtual Wrap Up, contest winners, guest posts + more...
14266835	12674102756	RT @independentfcom: Kimberly Myers of LaCie storage solutions. Part of video coverage of the 2010 #NABShow. http://bit.ly/9J7k13
14266835	12598935298	@Almostalady Good! Hopefully there won't be anymore #ashtag delays for you.
14266835	12598249461	Who's still in stuck in Vegas or elsewhere because of the #ashtag?
14266835	12597273620	@EmilieBarta Thanks very much! What a nice compliment!
14266835	12582306510	@axeltechno Glad to hear that!
14266835	12582212718	RT @FreeAndLocal: @AirWharton wrap-up on #NABShow: A Renewed Sense of Optimism http://bit.ly/aYuYlv
14266835	12518113871	@RedAntisocial Really sorry to hear about that - I hope it goes better next year. At least you were still able to pick it up on-site, right?
14266835	12479827772	RT Ellen Morrissey: I had a great time at #NABSHOW this year. And the party AJA had at club Haze was fantastic. But where are the pics??
14266835	12467529480	@themediamogul interviews Blackmagic Design’s Grant Petty at the #NABShow http://ow.ly/1Al7k
14266835	12466592873	RT @scheduall: Final verdict on #NABShow: 72% increase on leads from last year!
14266835	12466473891	RT @BizDevBrad: @cr8vcow @NABShow and the Trade Show: Making a Resurgence? http://bit.ly/aqj6ll #nabshow
14266835	12447342354	RT @mike_miley: (you're welcome :-) @NABShow Thanks again for the Spiderman with Stan Lee's Signature! http://bit.ly/cDvmQd #nabshow
14266835	12398719011	RT Scott Rose: If you are stuck at #NABSHOW due to the Volcanic activity then join the Stuck@NAB FB group http://bit.ly/aTlMTg
14266835	12395941209	Plz RT: Now that most of us are back from #NABSHOW, become a fan so that we can all keep in touch year round  http://bit.ly/biBeKl
14266835	12304218864	Missed an exciting lecture @ #NABShow? Not to worry, with the NAB Online Learning Center: http://nab.sclivelearningcenter.com
14266835	12290472423	RT @Joan_Rivers: @NABshow sent 2 winners to C me at the Venetian! Tickets avail! http://tinyurl.com/luwew2  Fan #NABShow! http://ow.ly/1yURs
14266835	12285326909	New at the #NABShow Blog: What is the biggest thing you learned at the 2010 NAB Show? http://ow.ly/1zjJN
14266835	12255886440	RT @Zacatac927: So long first @NABshow lets do this again next year!
14266835	12255859319	RT @IamFilmguy: Another Xcellent @Nabshow! #NABShow #FB
14266835	12255788487	RT @AimeeLChadwick: Back 2 Cali I go! See ya next year @NABShow #NABShow
14266835	12245810401	Safe travels to everyone, and see you at the 2011 NAB Show!
14266835	12245302996	@EditorLiam We need to send you a DM - can you pls follow us? Thanks!
14266835	12244788599	RT @mikeeiseman: Bagpipes playing in the North Hall signaling the end of #nabshow
14266835	12244224770	@EditorLiam Are you still in town tonite? Check this out: http://ow.ly/1z2cG
14266835	12243294331	Still in town tonite? THURSDAY #NABShow GIVEAWAY: Win Tickets to See Joan Rivers TONIGHT! Here's how: http://ow.ly/1z1qr
14266835	12241970308	Don't forget: FACEBOOK CONTEST Show Off Your 2010 #NABShow Photos for a Chance to Win! http://ow.ly/1y5H8
14266835	12241430886	RT @giselevechin @NABShow congratulations to the organization! it was amazing! this was the best year of all! #NabShow 2010 Cheers! #NABShow
14266835	12241366109	U R WELCOME! RT @voped: Thanks @NABShow for putting on a great event, and thanks to all who dropped by Destination Broadband! #NABSHOW
14266835	12241315526	Last chance to stop by the Grass Valley booth, SL106, where you can be #3D ready today at no additional cost! http://ow.ly/1ytVw #NABShow
14266835	12241235691	THURSDAY #NABShow GIVEAWAY: Win Tickets to See Joan Rivers TONIGHT! Here's how: http://ow.ly/1z0n3
14266835	12240161965	RT for a chance to win tix to see Joan Rivers TONITE! Download the myNAB Show App for today's show updates! http://ow.ly/1yZKn #NABShow
14266835	12240023737	@PC_Video Have a good flight back!
14266835	12239713520	RT @apcullers: About to announce the War on the Floor winner at 12:30 in room N252!  #nabshow
14266835	12239690377	@ptronz There are airline check-in kiosks in the North, Central & South Hall lobbies. #NABShow
14266835	12239640870	@zcondren Check out our Twitter stream for a special giveaway you might be interested in!
14266835	12239146046	@PC_Video Thanks! When are you heading back to Brazil?
14266835	12239135151	Pls RT: Check out what the WOTF teams have been up to at the #NABShow all week! http://ow.ly/1yUzJ
14266835	12239133178	In town Friday? Joan Rivers is @ the Venetian Showroom from 4/15-4/17. RT the NEXT tweet by 5pm PST for a chance to win tix... #NABShow
14266835	12239093058	Stop by the Grass Valley booth, SL106, where you can be #3D ready today at no additional cost! http://ow.ly/1ytVw #NABShow
14266835	12238914913	Who's still in town tonight? #NABShow
14266835	12238247090	RT @MarkJHerman: @nabshow Thanks for a great convention this year. I'm already planning my trip for next year! #NABShow
14266835	12237364786	Glad you had fun! RT @rachelfinder: Last day of #NAB2010 and last day in Vegas. Good time! Thank you @NABShow! #NABShow
14266835	12237208782	Thx! RT @martindave: Congrats, kudos & bravos. You guys crushed it this yr. Staged & delivered an exceptionally fine show. Cheers! #NABShow
14266835	12235921800	Pls RT: Do you have the myNAB Show Mobile App? Download it for all of today's updates at your fingertips! http://ow.ly/1yUAC #NABShow
14266835	12235902530	In town tonight? Joan Rivers is @ the Venetian Showroom from 4/15-4/17. RT the NEXT tweet by 5pm PST for a chance to win tickets... #NABShow
14266835	12235590890	Military & Govt Summit Keynote: Maj Gen James O. Poss @ 11am in rm S220 http://ow.ly/1w5kb  #NABShow
14266835	12232824990	RT @jamescridland: Last day at @nabshow - very busy day yesterday at the @radiodns stand: lots of great new contacts. Really helpful day.
14266835	12232802731	RT @bennett49r: @nabshow Headed home from #nabshow in Vegas. Great show!! I'll definitely be back next year.  #NABShow
14266835	12231107624	Thanks! RT @markspen: Best #NABshow ever
14266835	12230866787	Stop by the Grass Valley booth, SL106, where you can be #3D ready today at no additional cost! http://ow.ly/1ytVw #NABShow
14266835	12227511001	New guest post from @24k @ the #NABShow Blog: “Twitter & the Entertainment Industry” Panel Discusses the “State of Now” http://ow.ly/1yORb
14266835	12226738027	Where are you gonna post all those great 2010 #NABShow photos? How about on our Facebook wall for our photo contest? http://ow.ly/1yQwX
14266835	12224178366	Still buzzed with #NABShow excitement? Listen in on the NAB Show BuZZ podcasts from this week! http://ow.ly/1yONh
14266835	12223337867	Good morning NABers! Who's still in Vegas taking one last swing 'round the #NABShow floor?
14266835	12221736468	Thanks!!! RT @pablokorona: best @NABshow ever.
14266835	12193861586	People love to gab about the #NABShow in the "Gabzebo"! http://ow.ly/1yCq6
14266835	12191606723	Didn’t make it out to Las Vegas this year for the 2010 #NABShow? We’ve got you covered at http://nab.sclivelearningcenter.com
14266835	12191259336	RT @mindgrub: our sessions part of Post/Prod track. Need 2 join 2 see us. Will post audio and ppt @ mindgrub.com/NAB next week. #NABShow
14266835	12191140663	Content Theater: Into the Universe with Stephen Hawking @ 5pm in rm N109 http://ow.ly/1w5gJ  #NABShow
14266835	12190761724	@djberg Are you registered for the Post|Prod World Conf? That's a PPWC session, so you have to be PPWC-registered to attend.
14266835	12190524842	@djberg Which session is that?
14266835	12190467310	GIVEAWAY ALERT: Wanna win a Discovery Store gift card? Pls RT: Into the Universe w/ Stephen Hawking @ 5pm http://ow.ly/1w5gJ #NABShow
14266835	12190006540	RT @mindgrub: Our last session at #NABShow 'Flash For Blackberry, Android & iPhone' 5-6:15pm RmN260 http://mindgrub.com/NAB
14266835	12189966554	Who's heading home from the NAB Show today? Did you have a great show?
14266835	12189110845	@philiphodgetts What a week, huh?
14266835	12188373452	Content Theater: Advanced Undersea Imaging & Visualization @ 4pm in rm N109  http://ow.ly/1w5fq  #NABShow
14266835	12187983379	RT @LauraInRealTime: Larry Jordan book signing update @NabShow @ 4pm main
14266835	12187668815	#NABShow Question of the Day: What is the biggest announcement at the 2010 NAB Show? http://ow.ly/1yA9a
14266835	12187248113	Getting ready to head out.  Hope everyone has had as much fun as I did. #NABShow  http://yfrog.com/j5dpxtj
14266835	12187050344	Book Signing by Larry Jordan, author of Final Cut Pro Power Skills @ 3:30pm in the NAB Store, Central Lobby #NABShow
14266835	12186798934	So what do I take away from the show?3D is everywhere. It's got a good chance of being the next big thing. #NABShow #fb
14266835	12186302346	Doing one more quick phone charge before I am gone. My final day at the show. It's been a great experience.  #NABShow
14266835	12185713455	Content Theater: Explorer: 25 Years starts @ 3pm in rm N109  http://ow.ly/1w58t  #NABShow
14266835	12184845446	Sony's booth is HUGE! Still lots left to check out.  Where should I go next? #NABShow http://yfrog.com/74xl4j
14266835	12184836028	Don't forget to catch today's edition of #NABShow Daily News http://ow.ly/1yz3K
14266835	12184773869	Really? RT @arkayz: Just saw Giovanni Ribisi wandering toward the front of the lower south hall. #Nabshow
14266835	12184594955	RT @pseudopseudo: Biggest themes of #NABShow that I've noticed thus far: 3D video, portable broadcasting, monetizing social networking.
14266835	12184532214	RT @Variety_DSCohen: Katzenberg; #3D amplifies emotions. It makes these things 'more better.' #NABshow #S3D
14266835	12184470982	Line outside Canon HD theater #NABShow #fb http://yfrog.com/0k4rksj
14266835	12184414219	Come meet Valerie Geller, author of Creating Powerful Radio @ 2:30pm in the NAB Store, Central Lobby #NABShow
14266835	12184332005	@EvanMillward Thanks for attending this year!
14266835	12184322810	Stop by the Grass Valley booth, SL106, where you can be #3D ready today at no additional cost! http://ow.ly/1ytVw #NABShow
14266835	12184317729	Checking out Central Hall again #NABShow  http://yfrog.com/jaegzj
14266835	12183828660	@DanRayburn Hi Dan - any news that shows up there is posted by vendors. If there isn't anything for today, then no one has posted anything.
14266835	12183748361	RT @mike_miley: Thanks to @NABShow for the Spider Man comic signed by Stan Lee!   http://twitpic.com/1fm3vz
14266835	12183135773	Michael Miley winner of the Stan Lee signed Spider-Man comic! #NABShow #fb http://yfrog.com/3zab8wj
14266835	12182763395	Did you get a chance to check out the NAB Store? Lots of cool stuff. #NABShow  http://yfrog.com/j953faj
14266835	12182482179	Discover Harris Social Network Mktg solution @ Harris N2502. Win iPad @ 2pm drawing TODAY. SMS 540-212-1493 or Tweet @Harris_NAB to enter
14266835	12182352085	More sights from the floor. #NABShow http://yfrog.com/0kro9sj
14266835	12182327672	@myrla_cat No booth tweetups today - sorry!
14266835	12182113676	Outside Harris booth on the 3rd day. Lots of people I have talked to just got here too.  #NABShow http://yfrog.com/joelfaj
14266835	12181831194	Don't miss today's Post Pit Sessions, starting @ 1:30pm, booth SL9126 #NABShow
14266835	12181713995	Congrats to the winner of a comic book signed by Stan Lee, @mike_miley! Thanks to everyone who checked in and RTd! #NABShow
14266835	12181196825	GIVEAWAY ALERT: RT for a chance to win a Crutchfield gift card! Post Pit Sessions starting @ 1:30pm, SL9126 #NABShow
14266835	12180959690	Another shot of the Build 2010 House Project #NABShow #fb http://yfrog.com/3uyytpj
14266835	12180896376	Check out the progress on the Build 2010 House Project! #NABShow   http://yfrog.com/5xgt7zj
14266835	12180735008	DON'T FORGET: Post your 2010 #NABShow pics on our FB wall for a chance 2 win an autographed Ghost Whisperer Spirit Guide! http://ow.ly/1ywMn
14266835	12180543510	Meet author of Unleashing the Power of Digital Signage, Keith Kelsen @ 1pm in the NAB Store, Central Lobby #NABShow
14266835	12179344736	Where Do You Find 3D-Ready Solutions TODAY? http://ow.ly/1yvLo #NABShow
14266835	12178699627	#NABShow Technology Luncheon/BEC Keynote with Shelly Palmer @ 12:30pm in the Hilton Barron Room
14266835	12178028364	Book Signing by CSI Creator Anthony Zuiker @ 12pm in the NAB Store, Central Lobby #NABShow
14266835	12177420034	#NABShow Session: Boosting Exports & Creating Jobs in the Digital Media & Entertainment Industry @ 11:45a, rm N250 http://ow.ly/1y5pf
14266835	12177375980	30 MIN 2 WIN A COMIC BOOK SIGNED BY STAN LEE! Check in w/ 4square to this morning's Stan Lee session by 12pm. http://ow.ly/1yuzI  #NABShow
14266835	12177313397	RT @himasf: I was very nervous mtg @nerdist this morning @NABshow but it made my day! He is the coolest.  http://twitpic.com/1fl774
14266835	12176937068	Editing day three video.  Look for it on the NAB Show Facebook Fanpage soon! #NABShow #fb
14266835	12176645037	Stop by the Grass Valley booth, SL106, where you can be #3D ready today at no additional cost! http://ow.ly/1ytVw #NABShow
14266835	12176295937	RT @nerdist: Just interviewed @SmilinStanLee for #NABShow and he is a WONDERFUL guy that you should all follow right now!!!!
14266835	12176087489	WIN A COMIC BOOK SIGNED BY STAN LEE! Check in w/ 4square to this morning's Stan Lee session by NOON. Deets: http://ow.ly/1ytCn #NABShow
14266835	12175731260	@DJPdogg Yep, you did!
14266835	12175613415	#NABShow Super Session: Multi-Platform: Taking Content to the Next Level @ 11am in rm S222 http://ow.ly/1y5gw
14266835	12175495669	Discover Harris Social Network Mktg solution @ Harris N2502. Win iPad @ 2pm drawing TODAY. SMS 540-212-1493 or Tweet @Harris_NAB to enter
14266835	12175266562	Wanna win a comic book signed by Stan Lee? Do U have Foursquare on your phone? Here's what you need to do: http://ow.ly/1ysSh #NABShow
14266835	12174601162	U can STILL check in to this morning's Stan Lee session for a chance to win a signed comic book! Check in here: http://ow.ly/1ysml #NABShow
14266835	12174192104	Shooting some video in South Lower Hall.  #NABShow
14266835	12174152671	#NABShow Super Session: Ad Innovations for the Digital Age @ 10:30am in rm N250 http://ow.ly/1y5b9
14266835	12173468019	@ the Stan Lee session? Check in by NOON w/ Foursquare for a chance to win a signed comic book! http://ow.ly/1yrnZ #NABShow Pls RT!
14266835	12173216000	Almost over.  Stan Lee is finishing up. #NABShow #fb http://yfrog.com/j1gthj
14266835	12172790029	Destination Broadband Theater Sessions start @ 10am, South Upper Hall http://ow.ly/1veC1  #NABShow
14266835	12172529399	Taking auidence questions. Stan Lee dislikes teen comic sidekicks. Really funny.  #NABShow
14266835	12172464045	Free tix avail. for #NABShow Content Theater session The Business & Technology of Sports Broadcasting: From Mobile Devices to 3D. Go to N109
14266835	12172345296	Great question given to Stan Lee. How technology is effecting comic books. #NABShow
14266835	12172087578	#NABShow Special Session: Dual Utilization of Broadcast Technology for Industry and Government @ 10am in rm S222 http://ow.ly/1y56F
14266835	12172083213	R U @ the Stan Lee session? Check in w/ Foursquare for a chance to win a comic book signed by him! http://ow.ly/1yqRZ #NABShow Pls RT!
14266835	12171990853	Stan Lee's talking about the Spider Man movie and his motion comics. #NABShow #fb http://yfrog.com/2ir7qj
14266835	12171878372	People seem really excited to see Stan. #NABShow #fb http://yfrog.com/g4s9tj
14266835	12171282815	Here's the Foursquare page to check in to the Stan Lee session for a chance to win a signed comic book: http://ow.ly/1yqlc #NABShow
14266835	12171162156	Check In to see Stan Lee at the #NABShow for a Chance to Win a Signed Comic Book! Here's how: http://ow.ly/1yqfU
14266835	12171113850	Technologies for Worship Pavilion Training Sessions start @ 9:30am in the North Hall http://ow.ly/1veqb  #NABShow
14266835	12171082605	It's started. Stan Lee's a real funny guy. #NABShow http://yfrog.com/j5hkzj
14266835	12170762507	#NABShow Career Day begins today! Hilton Ballroom C @ 9:30am http://ow.ly/1y4Ta
14266835	12170637252	Stan Lee's here! #NABShow #fb http://yfrog.com/jcxs7j
14266835	12170403616	RT @eddd23: Been here since 7am and I got the second row. These #NABshow geeks are quick.  http://twitpic.com/1fk9v2
14266835	12170114263	Super excited! Waiting on Stan Lee.  This is really cool.  #NABShow http://yfrog.com/4x9vpj
14266835	12170090468	ALERT: The Jeffrey Katzenberg Session is SOLD OUT! Free tix to other Content Theater sessions are available @ N109. 1st come, 1st served!
14266835	12169701834	@DJPdogg North Hall
14266835	12169116225	Beginning of Broader-casting sessions @ 9am - click for locations: http://ow.ly/1vek4  #NABShow
14266835	12167643609	In Conversation With: Stan Lee @ 9am at N249 w/ moderator @nerdist - Get here early for a seat! http://ow.ly/1xAN2 #NABShow
14266835	12167134798	Who's waiting to get in to see @sminlinstanlee & moderator @nerdist? #NABShow
14266835	12167082591	Anyone have some pics to share? RT @rrdrigo: Where can I find pictures of the Brazil Pavilion? #NABShow
14266835	12166903479	RT @eddd23: Im @Nabshow waiting for @nerdist and Stan Lee!!!
14266835	12164356342	Gr8t 2 be with @SBroback @WynnLasVegas @VegasBill @daNanner @24k @troplv @CountryMusic @delwilliams @ last nites #nabshow #tweethouse Fun!
14266835	12144772156	@WynnLasVegas gr8t to meet, keep in touch. We luv #Lasvegas #nabshow
14266835	12144673718	RT @24kMedia: RT @24k: Great fun & to connect again with the @NABshow people thanks to @TweetHouse @SBroback @BrettSchulte & @WynnLasVegas.
14266835	12142644958	At the #tweethouse with @dananner rocking out! #nabshow
14266835	12135397892	RT @GTBundy: The #'s are out! #NABShow attendance up this year to 88,044...That's a lotta people.
14266835	12135364362	RT @VegasBill: http://twitpic.com/1ffc5a - CTO of Pixar, Oren Jacob, speaking on the Twitter + Ent panel @NABShow. #nabshow
14266835	12134215877	RT @smilinstanlee: Tomorrow I’ll be in Vegas bringing excitement and erudition to the N.A.B. so no tweets for a while. #NABShow
14266835	12133862724	RT @nerdist: Live chat w/ @SmilinStanLee tmrrw @NABShow for future Nerdist podcast! And here's the exciting press release! http://afx.cc/nab
14266835	12132077196	Don't forget: Tweetup at the Wynn, tonight @ 8pm - be there! Deets: http://ow.ly/1xV17 #NABShow
14266835	12131839245	For the #NABShow Destination Broadband Theater Session "Twitter & the Entertainment Industry" @ 5pm, follow #NABth
14266835	12131400178	Video - #NABShow Question of the Day: What is the one thing you must have? http://ow.ly/1y7CI
14266835	12130673598	Destination Broadband Theater session: "Twitter and the Entertainment Industry" @ 5pm, South Upper Hall http://ow.ly/1xVhH #NABShow
14266835	12130537125	RT @ChipotleKelly: Vegas convention center is huge. So many business people here @ the show. Im the ONLY Kid that is here. STOKED #NABShow
14266835	12130470000	RT @ZaTaylor: I'm at NAB 2010 Show w/ 7 others. http://4sq.com/dBUKoa
14266835	12130377660	Listen to daily coverage & interviews on the #NABShow BuZZ powered by Digital Production BuZZ! http://ow.ly/1y7eD
14266835	12129473178	Mitch from our team with Delores  & Annette - @daNanner, the winner of the signed "Ghost Whisperer" cast photo! #NABShow http://ow.ly/i/158f
14266835	12129381819	@daNanner It's located in the South Upper Hall. Good luck - I know the LVCC is a huge place!
14266835	12129260848	Tweet your ?s to @sbroback for today's "Twitter & the Entertainment Industry" panel & incl #NABth - it starts in 1 hour! #NABShow
14266835	12129227579	Another photo from the 2nd Tweetup today with Aimee and Karem.  Great people, it was fun meeting them.  http://ow.ly/i/1589 #NABShow
14266835	12128938580	Editing a video of show attendees answering what they think the biggest announcement of the 2010 NAB Show has been so far.  #NABShow
14266835	12128703442	@dananner u can find #Tweethouse info at today's "Twitter & the Entertainment Industry" panel @ 5pm http://bit.ly/c2y4dq #NABShow
14266835	12128551355	Book Signing by authors Jeffrey Fisher, Harlan Hogan @ 4pm in the NAB Store Central Lobby #NABShow
14266835	12127924429	#NABShow Content Theater Session: PGA/ASC Camera Assessment Series @ 4pm in rm N109 http://ow.ly/1x9ZW
14266835	12127880113	NOW OPEN TO ALL! In Conversation With: Matt Weiner @ 4pm in rm N249 #NABShow
14266835	12126554161	Tweet your ?s to @sbroback for today's "Twitter & the Entertainment Industry" panel @ 5pm & incl #NABth http://bit.ly/c2y4dq #NABShow
14266835	12126516240	Tweetup was a blast.  Great meeting everyone.  #NABShow
14266835	12126197868	Don't forget: FACEBOOK CONTEST Show Off Your 2010 #NABShow Photos for a Chance to Win! http://ow.ly/1y5H8
14266835	12126128615	Annette and Delores at the Tweetup. #NABShow http://yfrog.com/j0vueqj
14266835	12126110538	Is that good or bad? RT @Barak_Epstein: @NABShow - haven't stopped moving in 45 hours
14266835	12125937195	At the Canon tweet up with Aimee and Karem. #NABShow http://yfrog.com/eombzj
14266835	12125898273	Lauren Darr, author of The Official LOI International Media Outlook Book, is signing books @ 3pm in the NAB Store Central Lobby #NABShow
14266835	12125847394	@48x10 Jason's facing the JVC booth - look for him in a blue blazer.
14266835	12125526697	@Bentley_Dill You're welcome!
14266835	12125514022	@delwilliams Facing the JVC booth - look for Jason holding swag.
14266835	12125279320	Tweetup is starting! Come meet us at Canon booth #NABShow
14266835	12125255557	#NABShow Content Theater Session: Hubble 3-D: Fimmaking in Outer Space with IMAX Tech starts @ 3pm in rm N109
14266835	12125045596	Coming to the tweetup at the Canon booth in 5 min? We're facing the JVC booth - look for Jason w/ swag! #NABShow
14266835	12124316245	@jrodmoore Some pens, yo-yos - might be some other nifty stuff too.
14266835	12124063619	TWEETUP TIME #2: Stop by the Canon booth, C4325 in 30 min for a chat & free stuff! Pls RT! #NABShow
14266835	12124020200	#NABShow Special Session: The Washington Face-Off starts @ 2:30pm in rm N249. http://ow.ly/1vNN9
99057990	25772928560	@sdj19 ooh great, will have a look!
99057990	25772902883	@DanniiMinogue you looked v v hot in the @Projectdonline ss11 dresses last night lady!!x
99057990	25617459602	@EmmaForbes jokes! We'll go...!x
99057990	25616785359	@EmmaForbes you vying for a position on the panel!?!x
99057990	25616024865	RT @Freya11xxxx: @tabswebb you have so many fans! You just don't even know about them we all love you! RT please!!
99057990	25611971344	@aymiie_dkjam @projectdonline @DanniiMinogue end of october
99057990	25611945250	RT @DanniiFans: @tabswebb Tabitha we LOVE you here! Is it ok if we get a shoutout or RT from you? This is a twitter ... http://tmi.me/1JZZS
99057990	25611935095	@WishUponAStarr yes!
99057990	25610486932	@Projectdonline Perfume site @harvey_nichols manchester! @DanniiMinogue  http://plixi.com/p/47321592
99057990	25609999566	@DanniiMinogue the @Projectdonline signature perfume is rocking in ALL @harvey_nichols from today. Big pictures up everywhere! Woweeee!
99057990	25151141803	@DanniiMinogue excited to have you back!
99057990	25151007793	@MarietaHaley @DanniiMinogue good idea!
99057990	25097908175	Went to see the Habit of Art at the National last pm...brilliant play, loved it
99057990	25097870719	@EmmaForbes that is fun! You'll love it!x
99057990	25023595551	Anyone been to @harvey_nichols yet to smell the new @Projectdonline perfume new in today @DanniiMinogue?
99057990	25023523532	Just on my way to Nicole Farhi show...
99057990	25014029471	RT @TwoBirdsTalking: Loved  Dulce Iskander in the @projectdonline Colt on Channel 10 - stay tuned for her show ... http://tmi.me/1ytLj
99057990	24966192777	@aymiie_dkjam @projectdonline @DanniiMinogue the perfume will be in The Perfume Store and House of Fraser from 3rd week Oct
99057990	24958286045	@EmmaForbes @ChristianVemaak woohooo!! Can't wait!!xx
99057990	24951765059	lovely christening - my new little god daughter looked beautiful!!
99057990	24927385896	@Clairelovesxfac @Danniiminogue @Projectdonline we're always thinking!
99057990	24926353458	Lovely night on the Thames last night for my mates birthday - jumped on his little boat and sped about for a few hours!
99057990	24787672350	Taking my nieces to the aquarium tom - fun!!
99057990	24783210035	Started working on aw11...it seems so wrong...so early! this winter hasn't even started yet!
99057990	24682429517	Just finished filming with @jo_elvin very fun day - thank you!x
99057990	24654646279	@jo_elvin @DanniiMinogue D, looking fabulous baby!x
99057990	24641310543	@jo_elvin gone for cropped mui mui + cream top! Heels needed to make my bottom look less large...!
99057990	24602386064	@jo_elvin you're well practised at this now, no doubt you'll be a true pro!
99057990	24601589420	Off filming GBH with @jo_elvin tom am...very early start!!
99057990	24562993840	@Projectdonline @DanniiMinogue perfume ad in XFactor mag this week - wooohoooooo! http://plixi.com/p/45229012
99057990	24560250973	@ANGIESMITHSTYLE if u wouldn't mind...!xxxxx
99057990	24555117219	Oooh, the sun is out again...please let it cure my awful cold. Too busy to be ill!
99057990	24512740677	@Emma_Louise17 @DanniiMinogue all of them
99057990	24511194461	@ilovemakeup86 @Projectdonline @Harvey_Nichols @Danniiminogue in store from the 20th, official launch 25th
99057990	24510308647	@aymiie_dkjam @DanniiMinogue @projectdonline it will be 34 pounds for the 50ml
99057990	24483090885	@MrsPandP @CatHepple @danniiminogue thank you!
99057990	24418287434	The @Projectdonline ss11 went way over schedule, but AMAZING shots, excited!
99057990	24418241403	@Tabithabags studded stardust back in stock...but not many...www.tabitha.uk.com!
99057990	24395045990	@angiesmithstyle rocking our styling on @Projectdonline ss11 shoot today....
99057990	24394941662	Loving our @Projectdonline ss11 shoot today...it is looking hot!!! http://plixi.com/p/44935559
99057990	24318220122	@EmmaForbes oooh, sounds fun! Let's discuss over supper...!x
99057990	24318140132	@DanniiMinogue yes for sure!!
99057990	24317693842	Alexandra Burke rocking the @Tabithabags #Stardust bag again today
99057990	24317636232	Saw all the @Tabithabags looking hot in the boutique at Cowley Manor today...
99057990	24317602784	@EmmaForbes omg!! That is amazing! We must discussx
99057990	24227990862	Soooo good to be out of london!
99057990	24139436005	@EmmaForbes yes, I was slightly terrified...a bit boney!!
99057990	24138427115	At my lovely friends Rosie and Dave's house...they cooked us delicious duck and yummy choccie cake. Rock on!!
99057990	24127419941	husband staying home...girls weekend....hee hee
99057990	24127386741	off to cowley manor for the weekend...cannot wait...might even turn my blackberry off for a few hours!!
99057990	24122241633	@EmmaForbes @ChristianVemaak it's fun!!! Need more questions...on a roll...!
99057990	24046644657	@WishUponAStarr maybe...
99057990	24045724898	Thanks y'all...guess it's time to purchase...!
99057990	24044781994	@RuthLorenzo1 why not?????
99057990	24044013439	Sheepskin lined ankle boots - yes or no...?
99057990	24034479144	Lovely to see @mywardrobe today to show them the new @projectdonline SS11 collection!
99057990	23996589490	@DanniiMinogue @Projectdonline looks hot!
99057990	23947063484	@EmBBruce there will be more!
